comment,label,
đơn hàng là 48 hộp sữa mà giao có 44 hộp nếu mình không khui thùng là đã không phát hiện rồi không biết là sai sót ở khâu nào bạn nào mua nên kiểm tra kỹ trước khi trả tiền nha,-1,
đánh giá không tính điểm mình mua sữa trên tiki rất nhiều lần lần đầu tiên gặp phải tình trạng bị móc hàng như này đã vậy chỉ móc lấy đúng 2 hộp sữa của lốc mình chủ quan ko quay video khui hàng do thấy mặt trên bình thường ai ngờ họ lại móc dưới đáy mình mở hàng để lấy thẻ milo tích điểm chứ như mọi lần mua nhiều để uống dần chắc 1 2 tháng mới khui thì còn lâu mới phát hiện ra không biết là nhân viên của bưu cục nào móc hàng rất bực mình và thất vọng,-1,
đánh giá không tính điểm shipper nói chuyện thô lỗ k xuống xe giao hàng mà ngồi trên xe đẩy hàng xuống vứt hàng giữ trời nắng rồi bỏ đi,-1,
tôi rất k vui khi đơn hàng là 140 200 đồng nhưng khi thanh toán shipper lại lấy thành tiền là 141 000 đồng tuy số tiền k đáng là bao nhưng vì sao lại tính hơn giá bán như vậy,-1,
sản phẩm không đạt yêu cầu cafe có hiện tượng vón cục hạng sử dụng in dưới đáy có dấu hiệu bị phai tôi đã giao trả lại hàng chưa nhận dc tiền tôi muốn đổi lại sản phẩm mới đạt chất lượng vậy trường hợp này giải quyết như thế nào mong sớm có câu trả lời,-1,
cafe có vị ngai ngái cần nhiều sữa hơn,-1,
sao kỳ này vị cafe có vị chua chua ko ngon,-1,
mua 2 hộp 1 hộp bị vỡ đã nhờ hỗ trợ đổi trả và chờ giải quyết xem sao,-1,
hàng nát bét thế này làm ăn quá tiki ơi không còn lời gì để nói,-1,
sp rât tiên loi va tot nha,1,
sau hơn 1 tháng đặt thì đơn hàng mới được giao ghê quá,-1,
phí ship cao quá,-1,
goi hàng chi co 5 5 35 goi mà lại qc 50 goi lên shop xem xét lại lên chi cho 1 sao,-1,
bao được gói quấn bên ngoài bằng xốp kỹ nhưng bên trong lại bị rách trước và sau luôn hơi buồn,0,
túi mua về bị thủng vài lổ nhỏ mình định mua 5kg về để dành cho mèo ăn dần nhưng bị thế này chắc là mau hỏng,-1,
ảnh bìa sản phẩm là loại tặng kèm 3 gói nhưng giao đến tay khách là loại thường 35g bịch khác nào treo đầu dê bán thịt choá k,-1,
dung lượng 240ml can thì hơi nhiều so vs 1 lần sức uống của bé 210ml can thì hợp lý 270k thì mua đc 48can 200ml thì 36can 240ml mới hợp lý đc,-1,
gói hàng ko cẩn thận làm thủng 1 ra,-1,
hàng thì chưa biết thế nào thái độ shipped rất này kia,-1,
sp uống lạc k ngon như hộp giấy,-1,
delivery is too slow more than 1 month to receive the milk,-1,
đưa hàng sắp hết date,-1,
nhờ giải đáp sau khi pha với nước nóng mình uống hết và thấy ở đáy có phần lắng như cát mịn không có vị không biết do nguyên nhân nào và có phải sản phẩm có vấn đề không,-1,
vỏ thì khá mới mà pha sữa có cặn ở đáy cốc k tan dc ăn sạt như cát,-1,
mua ở ngoài rẻ hơn mình mua đại lý lớn ở thái bình có 3 000đ gói mua ở đây tính ra 3 866 gói là còn có giảm giá đắt hơn nhiều,-1,
đánh giá không tính điểm gươi hang khôg đung thời gian,-1,
bán đắt mà còn dở nữa có quá nhiều yến mạch trong khi đó mình đi siêu thii coopmart pleiku họ gới thiệu loại 500g nhiều yến mạch chỉ có 110k thôi còn loại nhiều hoạt thì 130k mà loại 130k có rất nhiều loại hạt người ta rang cũng ngon nữa,-1,
sản phẩm còn hạn sử dụng trên bao bì nhưng khi ăn bị hôi dầu khó chịu như hàng để lâu ngày,-1,
khong ngon tiền nào của nấy à mua về đổ hong ăn dược bực mình,-1,
nhiều yến mạch quá so với các hạt,-1,
ko đc như mong đợi,-1,
chất lượng loại caffee nay không như trước nữa có xu hớng giảm,-1,
giao hàng nhanh nhaan viên vui vẻ tan tình cảm ơn shop,1,
sản phẩm ổn mình chưa sử dụng như thấy giống hình nè,0,
đánh giá không tính điểm rất may là hàng cafe chứ hàng điện tử thì thôi xonggg,0,
hàng đặt lần 2 mình không thấy giao hàng giao hàng không liên hệ gọi điện cho người mua thông tin trên nhãn phụ sản phẩm không rõ ràng,-1,
rất ok phù hợp cho các chị béo ăn kiêng,1,
đóng gói hàng rất kém mình mua hàng nhiều lần trên tiki rồi lần nào cũng đóng hàng xộc xệch từ quyển sách móp góc tới nước giặt cũng không bọc xốp và lần này là gạo nhận hàng gạo bục ra rơi hết ra ngoài mất công dọn dẹp hàng dễ vỡ nhưng thùng hàng ko có nổi miếng bìa chèn vào cho chặt chẽ ko có nổi 1 miếng xốp lót và đỉnh cao là bên bán cũng ko có hướng xử lý thoả đáng cho khách chỉ xin lỗi tiki đổi trả hàng thủ tục lằng nhằng mất thời gian cskh của tiki nói chuyện như cãi nhau với khách chưa bao giờ mua hàng onl mà đánh giá 1 sao và bực mình như này,-1,
gạo này là gạo lứt hay lứt huyết rồng hai loại gạo khác nhau nha trên vỏ bao bì thì ghi lứt huyết rồng không phù hợp ăn kiêng nhưng trên quảng cáo thì lại là lứt ăn kiêng,-1,
gạo cũ mọt gạo nhiều ko chất lượng gạo bị mọt nhiều,-1,
mình chọn gạo lứt đỏ trên hình cũng là gạo lứt đỏ lõi trắng nhưng shop giao cho mình là gạo lứt đỏ lõi đỏ là gạo huyết rồng mình mua cho người nhà tiểu đường ăn hic giờ không biết sao luôn,-1,
giao hàng nhanh có quà tặng kèm mình khá thích mùi trà nhưng gạo nấu k dẻo khô lắm,0,
gạo bị mùi như gạo để lâu lắm rồi có đc trả ko shop,-1,
nhận 3 túi nhưng bị rách mất 2 túi,-1,
gạo ngon nhưng có vài hạt sạn to nếu vỏ hết sạn thì ok,0,
gạo không thơm như kiểu để lâu,-1,
tất cả hàng giao đều bịp móp nặng vỏ hộp cũ rỉ xét ẩm mốc gióng như hàng để trong thùng rác lấy ra bán cho khách mùa dịch khi nhận hàng ko thể mở ra kiểm tra liền vì phải xịt khuẩn để bên ngoài 1h mới mở thùng ra kt nhìn các hộp sữa mà thấy thất vọng nặng nề,-1,
tiki đóng gói không cẩn thận chỉ bỏ 6 hộp sữa vào 1 hộp carton mà không quấn nilon chống sốc hoặc chống sốc bằng các loại vật liệu khác tôi mua 6 hộp bị móp méo hết 4 hộp móp rất nặng luôn biến dạng hoàn toàn may mắn là không bị bể vỡ tràn sữa ra ngoài shiper năn nỉ tôi lấy để nâng cao tỷ lệ giao hàng thành công nghĩ cũng chưa bị trào ra nên tôi cũng đành lấy tôi mua nhiều hàng của tiki nhưng thật sự cách đóng gói của tiki cần phải xem lại hết sức sơ xài hàng hóa móp méo rất nhiều tất cả những đơn tôi nhận gần đây,-1,
6 sữa đặc méo mó thấy ghê luôn cả 6 hộp mua chứ ko có xin mà trung nguyên và tiki giao hàng ko tí coi trọng kh,-1,
hộp sữa bị móp méo rất nhiều,-1,
đánh giá không tính điểm mua 5 hộp sữa thì 3 hộp bị bẹp,-1,
hài lòng,0,
11 9 đặt hàng đến 25 10 giao hàng tiki rút kinh nghiệm dùm,-1,
đóng gói cẩu thả hộp đựng rách nát,-1,
hàng giao đúng thời hạn nhưng hoá đơn chỉ xuất cho đơn hàng nhỏ lẻ còn đơn hàng này 5 túi không thấy gửi hoá đơn vui lòng phản hồi nếu ko có hoá đơn,0,
cafe bị bục tung toé ra ngoài rồi shop ơi đổi cho mình đi,-1,
cà phê date cũ quá,-1,
hộp rất dơ nhiều bụi lại bị biến dạng,-1,
mùi khét không thơm rất đắng hỏng biết hàng thật hay nhái đây so với mua trực tiếp siêu thị thì quả là 1 trời 1 vực chắc đổ bỏ chứ uống gì nổi,-1,
giao hàng nhanh nhưng khi mở ra thì bich cà phê đã bị rách và cà phê văng ra ngoài như hình,-1,
sản phẩm giao cho mình bao bì cũ bụi bẩn nhìn nhàu nát gói hàng không cẩn thận móp méo hết các hộp còn lại trước kia tiki làm mình rất hài lòng nhưng sau vài lần nhận hàng như kiểu toàn đồ cũ thì chán thực sự,-1,
không hợp khẩu vị nha nha,-1,
hàng giao gì mà sữa đặc 6 hộp đều méo mó đủ cả 6 hộp đề nghị tiki và shop trung nguyên coi lại sản phẩm bán cho kh mua chứ đâu có đi xin mà bán hàng cho kh không tí coi trọng,-1,
cà phê ngon nhưng khâu giao hàng quá tệ đến tay mình là thùng bị cấn nhiều và ướt thời gian giao hàng từ sài gòn về cà mau mất 8 ngày trong khi sàn thương mại khác chỉ 2 ngày là tới,-1,
mua 4 gói cafe mà shop giao có 3 gói thiếu 1 gố,-1,
mui caphe so voi luc truoc kg thơm bằng,-1,
mua 3 hop thi 2 hop bi mop meo,-1,
tiki giao hàng nhanh cẩn thận tuy nhiên bản thân túi cà phê này thì trung nguyên làm tệ quá túi méo mó oặt oẹo mở ra phải đổ vào hộp khác chứ để trong bịch này nhìn hết muốn dùng khuyến cáo không nên mua làm quà vì sẽ xấu lắm,-1,
cafe ngon mà ship now trả tiền 30k giao 2 tiếng mà 3 ngày mới giao cho 1 sao để tiki phải nâng cấp dịch vụ để o ảnh hưởng đến uy tín sản phẩm,0,
giao hàng nhanh nhưng có một bịch bị rách,0,
chưa uống nên chưa biết ngon hay không,0,
giao hàng bị thủng gói cà phê bị đổ ra ngoài,-1,
không được chụp hình khi khách hàng không đồng ý,-1,
cà phê này thì không vấn đề gì nhưng thiết kế bao bì dùng màu sắc quá giống loại 3 in 1 làm mình mua nhầm nescafe thiết kế bao bì loại nào ra loại nấy liếc qua không cần đọc cũng biết loại nào là loại nào trung nguyên nên chú ý về thiết kế bao bì cho khác biệt hơn,0,
gói nhỏ xíu uống 1 lần pha chục gói 100 gói uống được đúng 10 lần quá chán,-1,
uống khá chua không ngon bằng loại rang xay pha phin cà phê sáng tạo,-1,
đặt mua máy lọc không khí lại gởi máy bắt muỗi,-1,
minh mua loai co 3 tủ va thay co tang mot bo tu vit nhung chỉ giao có 2 tủ va khong co tu vit nhan vien giao hang du la giao hang nang nhung khong ho tro ma hối khach hang,-1,
hàng ko chuẩn như lời nói,-1,
tệ quá mắc nha mọi người mình nghĩ bịch kia gói 2g mắc,-1,
hơi bị nhỏ này uống nóng đá phải pha 2 bịch mà phải dằn tí muối ko thì hơi bị chua,-1,
có vị chua không có ngon lại hơi mắc,-1,
giở ẹt giao hàng trề8 quá trời,-1,
tam duoc nhung chat luong dung san pham,0,
cần gói lớn hơn gói 2g quá nhỏ,-1,
đánh giá không tính điểm hộp bị móp vỡ có dấu hiệu móc hàng ra xem rất không hài lòng,-1,
uống được khoảng 1 tuần thì đem đổ vì nó làm bị sôi bụng khó tiêu nhất là ngủ hay bị nằm mơ kỳ lắm làm rất mệt người ai có bị nên chia sẻ thật lòng để mọi người biết vì mình thấy nhiều người mua nên mua theo mà cảm nhận thực tế thì không ổn rồi,-1,
sản phẩm thì mình không nói đến nhưng giao hàng chậm đến 2 tháng thì hết nói nổi thông cảm là do dịch nhưng sau khi mở cách ly 1 tháng vẫn ko giao thì thua tiki nên có phương pháp hủy đơn nếu quá hạn giao hàng mình đã phản ánh qua kênh email và chat nhưng ko được giải quyết,-1,
uống vị chua ko phải arabica thực chất là robusta đóng dán nhãn arabica treo đầu dê bán thịt lần sau ko dám mua kiểu này nữa thấy nhiều review tưởng ngon mua cho 3 bịch uống ko đc chắc đem bỏ,-1,
giao hàng hết date,-1,
giao hàng không đúng thời gian tổng đài gọi cả ngày không ai nghe máy đặt hàng từ 7 8 lịch giao 16 8 đến nay 18 8 vẫn chưa giao gọi tổng đài 10 lần không ai nghe máy,-1,
tạm tạm thôi dạo này thấy k còn ngon như trước,0,
giao hàng trế nhưng không báo và cập nhật thời gian giao hàng cho khách để khách chờ hay đặt sản phẩm khác,-1,
mình đặt cà phê hạt chưa xay shop lại gửi cà phê xay rồi là sao đề nghị đổi lại,-1,
mùi hơi khét nhưng vị tự nhiên,0,
chất lượng kém chỉ muốn vứt đi,-1,
mình mua là loại hạt rang mộc khg xay thì lại giao hàng là loại xay bột,-1,
mình thích vị này dù giá hơi cao,0,
uống ko ngon ko giống arabica,-1,
chắc do không hợp vị mình thôi thấy pha ra nhạt lắm,0,
sản phẩm chứa nhiều phụ gia không phải là arabica nguyên chất,-1,
chưa nhận được hàng không có hanhgf đánh giá kiểu gì,-1,
2 tháng mới nhận được hàng cafe ko ngon như mong đợi,-1,
giao hàng chậm a,-1,
mùi rất khó chịu không có mùi cafe mua về vất đi luôn không dám uống,-1,
uỗng cũng được giá hơi cao,0,
cafe hơi nhẹ chắc loại này k hợp với mình,-1,
ko ngon mọi người a mua cái khác đi,-1,
tạm ổn hujjjjjjjjkkiooooo,0,
không ngon không hợp khẩu vị,-1,
mùi cafe khi mở hộp như mùi cám heo,-1,
rang khét cafe rất đắng chát giống culi chứ không giống abrabica,-1,
chất lượng hàng thì ok nhưng mình không hài lòng là khi mua màng thì đơn của mình là mua 1 trà oolong một trà lài thì được tặng thêm 1 gói trà lài mà đến lúc nhận thì chỉ có 1 oolong và 1 trà lài lúc chốt đơn hàng thì có 2 gói trà lài nhưng khi đơn giao thì bị bỏ đi 1 gói,-1,
sản phẩm sử dụng hương lài tổng hợp mình đang làm trong ngành thực phản nên biết điều này khoảng thời gian đầu hương thơm nồng uống có vị gắt ở cuống họng dấu hiệu của việc sử dụng hương tổng hợp khoảng thời gian sau hương bay gần hết chỉ còn hương tự nhiên của hoa lài thì đỡ hơn nói chung sẽ không mua lại sản phẩm này,-1,
chè thì thơm nhưng chè nát quá lúc pha bị bột nát quá nhiều trong nước ảnh hưởng đến quá khó chịu đánh giá chè loại thông dụng như oại chè kim sơn của tam kỳ quãng nam,-1,
ai cho cái này 5 sao chắc dùng để pha trà đá hả trà uống quá dở nồng hương liệu uống tê cả lưỡi bye bye cầu đất luôn,-1,
quá tệ loại trà pha trà đá chứ ko phải loại để uống như trà bắc,-1,
thay đổi bao bì đổi luôn chất lượng trà bây giờ chỉ có mùi hương liệu kiểu hương liệu giả trân chứ không có cái hoa nhài nào,-1,
trà thơm nực nồng nghe hoá học thế nào ý mình cũng đang uống một loại trà lài khác nhưng nó chỉ thơm nhẹ ngửi loại này phát cảm thấy hơi ám ảnh,-1,
hương vị bình thường ít mùi lài,0,
giá qus mắt khg đst yêu cầu,-1,
không thơm hoa lài như nhiều bình luận đã nói,-1,
chất lượng bình thường thua trà phúc long,-1,
đặt hàng từ đầu tháng 7 13 11 21 mới giao,-1,
trà có mùi thơm quá nồng như tẩm hóa chất,-1,
khá thơm nhưng không ngon lắm,0,
túi giấy xinh xắn cứng cáp hương lài hơi nhạt,0,
chất lượng trà kém so với giá,-1,
trà lài có hương liệu o tự nhiên,-1,
chất lượng thua bịt trà thường 7k nữa rất không hài lòng,-1,
bên ngoài đẹp nhưng chưa dung,0,
hương nhài nhân tạo xộc lên mũi rất khó chịu,-1,
uống như đấm vào mồm toàn mùi hoá chất,-1,
như uống tinh dầu nhài bó tay,-1,
shipper giao chậm hơn giờ hẹn tikinow 11 giờ khách xuống nhà chờ shipper nói đến rồi nhưng chưa đến cũng không thân thiện như các shipper trước đã từng mua nhiều lần nhờ tiki các lần sau cho shipper khác giao giúp em ạ em cảm ơn,-1,
chấm 1 sao vì vấn đề giao hàng quá lâu và cách đóng gói hàng quá tệ của tiki đã tin dùng tiki lâu nay mà lần này quá thất vọng đặt hàng từ 13g 09 biết là trong lúc dịch khó giao hàng thấy ghi nhận hàng dự kiến 04 10 3 tuần trong khi từ 15 09 tphcm đã cho shipper hoạt động lại mà đến 04 10 chưa giao liên hệ shop shop nói hàng có sẵn tại kho tiki ở tân bình sẽ sớm giao đến kh 07 10 liên hệ shop vẫn chưa thấy giao đến 12 10 mới nhận được hàng 1 tháng trời trong khi những đơn hàng khác tôi đặt sau ngày 15 09 là 2 ngày 3 ngày đã nhận hàng đặt trong thời gian giãn cách đến sau giãn cách 3 tuần chưa nhận quá tệ đã vậy nhận được gói hàng phát gớm móp méo thôi rồi tiki phục vụ ngày càng tệ và mất uy tính trong khi phí ship tăng cao hơn 2 sàn thương mại điện tử và mà giao hàng thì lâu gói hàng thì tệ,-1,
cảm nhận cà phê hơi nhạt gọi là uống cho có thôi,-1,
không đặc sắc lắm vị nhẹ,0,
cà phê có vị chua ko hạp với tôi,-1,
cà phê thơm đóng gói giao hàng nhanh không vấn đề gì nhưng có lẽ do xay quá mịn nên chảy quá lâu 30ph ko được ly cafe uống,0,
cà phê cứ bị chua chua khó chịu,-1,
sản phẩm dùng tạm được tuy giá hơi cao,0,
ko ngon mấy mùi ko thơm,-1,
mình không thích cafe loại này,-1,
ko hợp khẩu vị tùy người thưởng thức,-1,
cà phê khong có mùi thơm gi het,-1,
chưa thữ,0,
giao hàng quá chậm,-1,
hom truoc mua 100k hom sau giam 79k bot cafe min ko thich hop pha phin fa may co le hop ly hon chat luong tam on pha voi it duong uong duoc,0,
cafe ngon giá vẫn cao lắm,0,
chất lượng bình thường chất lượng bình thường,0,
khong ngon bang loai cafe khac,-1,
hàng giao lâu shipper k hề gọi cho khách và ghi trên vận đơn là k liên lạc được xong đã thế k chịu giao đúng địa chỉ vứt đại ở 1 quán nào đó bảo gửi nhờ ơ hay nhỉ lâu rồi mới mua hàng của tiki mà làm ăn chán quá còn cafe thì mình thấy ok hộp k được sáng đẹp bọc hàng k có chống sốc nên bỏ bị nhăn mình mua làm quà nên k thích tí nào,-1,
có bọc chống shock nhưng vẫn mố sản phẩm,-1,
hộp cà phê giấy giao đến mình thì đã bị rách và móp góc hy vọng shop có thể khắc phục để đáp ứng yêu cầu kh mình mua tặng nên hộp móp cảm giác ko thoải mái lắm,-1,
tiki giao hàng móp méo tùm lum nhìn như đồng đồ bỏ,-1,
mùi không thơm không ngon lắm,-1,
qúa nhiều đường mà lại ít coffee,-1,
mua xong mới thấy giá trên này còn cao hơn trong siêu thị bán,-1,
nhạt không đậm đà như cà phê sữa,-1,
chậm trễ giao hàng thiếu,-1,
đánh giá không tính điểm mình mua làm quà mang sang úc nhưng hộp móp méo rất thất vọng mình mua 8 thì có 3 hộp bị méo kiện hàng khi tới dù đã dán nhãn bên ngoài là cực kỳ dễ vỡ nhưng nhìn kiện hàng méo mó chứng tỏ bị bên vận chuyển xếp hàng không cẩn thận chút nào trung nguyên nên gói một lớp giấy bọc bong bóng bên ngoài để tránh hộp bị móp hỏng khi tới tay khách hàng,-1,
đánh giá không tính điểm hàng vứt móp méo ko cẩn thận,-1,
mua tiki bao nhiêu không bao giờ chụp hình quay clip hwa nhận thùng hàng 600k tiền cafe ghi 4kg7 mà thấy nhẹ là nghi rồi mở ra thấy bực mua 4 gói thì chỉ có 3 gói chế phin còn 2 gói nâu thì lại là 1 nâu và 1 gói chữ s không biết lỗi tiki hay nhà bán,-1,
không nhận xét ngon hay dở vì tuỳ khẩu vị của từng người mình mua dùng cho văn phòng,0,
giao hàng quá đát hết hạn tháng 7năm 2021 mà vẫn giao hàng cho tôi tháng 11,-1,
uống bình thường ko có gì đặc biệt,0,
cà phê ko ngon khá đắng ko thơm mấy,-1,
dfhjjb ghjji hhjjii hhjjj hjjj,0,
bao bì cũ và nhàu nhĩ khá thất vọng,-1,
lại tôi đặt hàng cà phê trung nguyễn logo máy bay nhưng tiki giao logo cánh bườm số lượng 4 bịt 500gr 35000 vnd yc tiki cho biết ý kiến,-1,
giao hàng đã bị mở sẵn,-1,
uống bình thường vị cafe vừa phải,0,
san phảm thơm ngon chất luong,1,
sao không có mùi đặc trưng cafe,-1,
kg hợp gì vị tạm hương kg có,-1,
dao hàng nhanh chóng gói kí lưỡng,1,
loại này k ngon lắm lúc trước mình uống loại chữ i thì ngon hơn loại này khá đắng cảm giác nhạt nhẽo sao ấy dù cf rất đắng bao bì nhăn nheo nhìn k ưng tẹo nào,-1,
tạm được,0,
mình đã xin xuất hóa đơn điện tử tới giờ sao vẫn chưa có,-1,
đóng gói vận chuyển không cẩn thận hàng móp méo,-1,
mình mua giá hàng mới mà shop gởi hàng cũ,-1,
svsgsg svsge svdh b dhrbs fjdb,0,
hộp ngoài rất cũ và bẩn,-1,
lần này lại lên giá à shop,-1,
cà phê dở ko ngon ai chưa mua thì đừng mua,-1,
ngon tiện lợi đáng tiền,1,
